sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
復興,高雄市,17,,良好,0.3,0.15,4.9,2.8,12,3,7.1,8.7,1.6,0.4,104,"2024-05-27 05:00",,0.4,5.3,13,1,120.312017,22.608711,71
永和,新北市,30,,良好,0.6,0.21,2.7,4.5,20,6,5.6,6.9,1.2,0.2,114,"2024-05-27 05:00",,0.3,9.1,19,1,121.516306,25.017,70
竹山,南投縣,55,細懸浮微粒,普通,1.1,0.1,4.6,6.2,25,12,4.8,5.7,0.9,0.3,233,"2024-05-27 05:00",,0.1,17.1,32,1,120.677306,23.756389,69
中壢,桃園市,56,細懸浮微粒,普通,0.6,0.35,8.6,9.6,24,10,6.6,9.9,3.2,0.2,237,"2024-05-27 05:00",,0.7,17.4,28,1,121.221667,24.953278,68
三重,新北市,35,,良好,1.1,0.34,3,3.0,18,10,10,37.8,27.8,-,-,"2024-05-27 05:00",,0.7,10.7,20,0,121.493806,25.072611,67
冬山,宜蘭縣,23,,良好,0.1,0.2,1.5,3.9,28,5,4.1,6.2,2,0.3,59,"2024-05-27 05:00",,0.1,5.4,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,20,,良好,1.2,0.15,4.5,7.7,17,6,3.3,3.8,0.5,0.3,177,"2024-05-27 05:00",,0.1,6.1,14,1,121.746394,24.747917,65
陽明,臺北市,23,,良好,1.2,0.17,28,25.2,17,6,3.2,4.1,0.8,1.6,40,"2024-05-27 05:00",,0.1,4.1,11,1,121.529583,25.182722,64
花蓮,花蓮縣,29,,良好,0.5,0.13,2.7,10.1,19,7,2.3,3.2,0.8,1.1,223,"2024-05-27 05:00",,0.1,8.9,16,0,121.599769,23.971306,63
臺東,臺東縣,16,,良好,0.3,0.08,4.7,5.7,17,1,2.7,3.7,1,0.5,310,"2024-05-27 05:00",,0.1,1.3,16,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,,0.1,11.1,14.3,11,4,2.1,3.1,0.9,1.1,185,"2024-05-27 05:00",,0,2.6,8,0,120.788928,21.958069,61
潮州,屏東縣,26,,良好,0.5,0.13,0,0.8,26,5,5.1,11.5,6.4,0.4,44,"2024-05-27 05:00",,0.1,8,26,1,120.561175,22.523108,60
屏東,屏東縣,19,,良好,0.1,0.09,6.2,5.2,16,5,3.5,4.3,0.7,1.2,355,"2024-05-27 05:00",,0.1,4.8,19,0,120.488033,22.673081,59
小港,高雄市,31,,良好,0.1,0.12,3,2.3,12,6,7.2,8.6,1.3,1.1,79,"2024-05-27 05:00",,0.2,9.6,17,2,120.337736,22.565833,58
前鎮,高雄市,21,,良好,1.1,0.14,4.2,2.5,14,3,8.1,9.1,1,0.7,337,"2024-05-27 05:00",,0.4,6.5,16,1,120.30833356,22.6044507,57
前金,高雄市,18,,良好,0.6,0.25,3.3,3.0,16,3,8.9,9.5,0.5,1.4,350,"2024-05-27 05:00",,0.3,5.4,17,1,120.28676111,22.63390278,56
左營,高雄市,29,,良好,1,0.16,4.8,2.8,9,9,7.6,8.6,0.9,1.2,111,"2024-05-27 05:00",,0.2,8.9,15,1,120.292917,22.674861,54
楠梓,高雄市,20,,良好,1,0.14,1.7,2.2,18,4,9.6,12.6,3,0.2,84,"2024-05-27 05:00",,0.2,6.2,19,1,120.328289,22.733667,53
林園,高雄市,25,,良好,0.5,0.14,1.2,4.4,21,8,6.6,7.3,0.6,1.3,36,"2024-05-27 05:00",,0.1,7.7,25,1,120.41175,22.4795,52
大寮,高雄市,22,,良好,4.5,0.12,1.5,2.1,20,3,7.5,10.7,3.2,1.4,56,"2024-05-27 05:00",,0.1,6.7,20,2,120.425311,22.56413611,51
鳳山,高雄市,19,,良好,1.2,0.15,6.7,3.5,16,3,4.7,5.8,1,0.5,81,"2024-05-27 05:00",,0.2,6,18,1,120.357422,22.628126,50
仁武,高雄市,29,,良好,2.6,0.14,3.6,3.3,22,11,7.9,8.1,0.2,1.3,84,"2024-05-27 05:00",,0.2,8.9,18,1,120.332631,22.689056,49
橋頭,高雄市,24,,良好,1.8,0.1,2.2,2.3,15,7,7.1,9.2,2,1.8,85,"2024-05-27 05:00",,0.1,7.4,17,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,1,0.12,4,5.2,11,2,3.6,4.2,0.6,0.5,297,"2024-05-27 05:00",,0.1,1.7,13,0,120.530542,22.883583,47
臺南,臺南市,40,,良好,0.8,0.12,7.6,4.1,14,14,7.3,8.2,0.8,0.2,152,"2024-05-27 05:00",,0.2,12.3,19,0,120.21947897,22.98928311,46
安南,臺南市,38,,良好,0.2,0.16,3.9,2.8,18,7,7.1,8.7,1.5,0.5,109,"2024-05-27 05:00",,0.2,11.6,23,0,120.2175,23.048197,45
善化,臺南市,25,,良好,0.6,0.08,7,2.9,18,6,3.7,4.9,1.1,1.1,147,"2024-05-27 05:00",,0.1,7.7,21,1,120.29740529,23.11337642,44
新營,臺南市,31,,良好,0.5,0.13,4.6,4.2,22,4,3.6,5.4,1.7,0.3,207,"2024-05-27 05:00",,0.2,9.5,29,0,120.31725,23.305633,43
嘉義,嘉義市,28,,良好,1.3,0.13,9.1,5.9,18,6,4.9,5.6,0.7,0.9,127,"2024-05-27 05:00",,0.1,8.7,25,1,120.44125148,23.46477865,42
臺西,雲林縣,57,細懸浮微粒,普通,1,0.3,1.9,6.6,34,17,13.2,14.4,1.2,1.8,170,"2024-05-27 05:00",,0.2,17.8,34,1,120.19933333,23.702175,41
朴子,嘉義縣,55,細懸浮微粒,普通,1.4,0.23,0,1.9,29,12,14.5,19.9,5.4,0.5,151,"2024-05-27 05:00",,0.3,17.1,31,1,120.2478,23.46538,40
新港,嘉義縣,58,細懸浮微粒,普通,0.7,0.2,0,3.7,27,10,8.4,10.1,1.7,0.7,180,"2024-05-27 05:00",,0.3,18.2,35,1,120.345531,23.554839,39
崙背,雲林縣,63,細懸浮微粒,普通,1.3,0.33,0.4,3.1,31,18,8.7,11.6,2.9,0.2,127,"2024-05-27 05:00",,0.2,20.5,33,1,120.348742,23.757547,38
斗六,雲林縣,48,,良好,0.9,0.15,9.4,9.4,24,8,6.9,7.9,1,1.2,116,"2024-05-27 05:00",,0.2,14.7,31,1,120.544994,23.711853,37
南投,南投縣,60,細懸浮微粒,普通,0.4,0.17,4.1,4.6,34,10,5.3,6.5,1.2,1.2,155,"2024-05-27 05:00",,0.2,19.1,38,0,120.685306,23.913,36
二林,彰化縣,65,細懸浮微粒,普通,0.2,0.25,2.2,6.3,41,22,7.9,10.1,2.2,0.9,143,"2024-05-27 05:00",,0.2,21.2,38,0,120.409653,23.925175,35
線西,彰化縣,54,細懸浮微粒,普通,1,0.34,1.8,11.0,39,25,14.3,15.5,1.1,0.3,156,"2024-05-27 05:00",,0.2,16.7,27,1,120.469061,24.131672,34
彰化,彰化縣,56,細懸浮微粒,普通,2.1,0.23,6.1,9.7,25,16,9.1,10.6,1.5,0.9,188,"2024-05-27 05:00",,0.2,17.4,24,1,120.541519,24.066,33
西屯,臺中市,67,細懸浮微粒,普通,1,0.25,8.3,7.5,42,22,7.4,8,0.6,1.4,190,"2024-05-27 05:00",,0.3,22.1,33,1,120.616917,24.162197,32
忠明,臺中市,56,細懸浮微粒,普通,0.9,0.3,9.9,11.4,31,18,6.8,8.2,1.4,0.3,168,"2024-05-27 05:00",,0.3,17.5,27,1,120.641092,24.151958,31
大里,臺中市,69,細懸浮微粒,普通,1,0.26,7.7,8.0,29,24,6,6.7,0.7,0.7,133,"2024-05-27 05:00",,0.3,22.8,27,1,120.67844444,24.09961111,30
沙鹿,臺中市,65,細懸浮微粒,普通,0.4,0.24,15.3,10.9,32,21,6.5,7.1,0.5,2,156,"2024-05-27 05:00",,0.3,21.2,31,1,120.568794,24.225628,29
豐原,臺中市,58,細懸浮微粒,普通,1.2,0.22,14.3,9.8,19,14,4.9,5.8,0.9,0.8,175,"2024-05-27 05:00",,0.2,18.2,26,1,120.74252414,24.25699731,28
三義,苗栗縣,56,細懸浮微粒,普通,0.7,0.17,14.8,14.9,20,9,2.6,3.6,0.9,2.3,187,"2024-05-27 05:00",,0.2,17.7,27,1,120.75956754,24.38248443,27
苗栗,苗栗縣,59,細懸浮微粒,普通,0.7,0.2,6.1,11.8,23,19,5.2,7.1,1.9,1.1,181,"2024-05-27 05:00",,0.2,18.7,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,53,細懸浮微粒,普通,0.8,0.21,6.3,10.8,26,18,4.6,6,1.3,0.4,179,"2024-05-27 05:00",,0.2,16.4,26,1,120.89869286,24.69690679,25
新竹,新竹市,47,,良好,0.1,0.28,4.4,10.3,27,16,9.2,10.6,1.3,0.3,74,"2024-05-27 05:00",,0.3,14.4,22,0,120.97236752,24.8056356,24
竹東,新竹縣,52,細懸浮微粒,普通,1.2,0.18,6.4,9.8,25,14,3.6,4.2,0.6,0.4,158,"2024-05-27 05:00",,0.2,16.1,24,1,121.08895493,24.74091408,23
湖口,新竹縣,65,細懸浮微粒,普通,0.8,0.23,11,12.3,27,25,9.9,11.3,1.4,0.4,111,"2024-05-27 05:00",,0.2,21.2,23,1,121.03886894,24.90009696,22
龍潭,桃園市,54,細懸浮微粒,普通,0.7,0.2,9.7,15.7,23,11,6.9,8,1,0.8,180,"2024-05-27 05:00",,0.3,16.9,26,1,121.21645772,24.86400048,21
平鎮,桃園市,52,細懸浮微粒,普通,0,0.23,11.6,14.9,22,14,6.7,7.5,0.8,0.4,142,"2024-05-27 05:00",,0.3,15.9,25,0,121.203986,24.952786,20
觀音,桃園市,69,細懸浮微粒,普通,0.3,0.32,3.6,17.9,31,25,13,13.9,0.9,0.4,108,"2024-05-27 05:00",,0.2,23,28,0,121.08283092,25.03556747,19
大園,桃園市,62,細懸浮微粒,普通,0.6,0.39,1.5,16.8,38,16,20.4,24.3,3.9,1.9,149,"2024-05-27 05:00",,0.3,19.8,36,1,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,5.9,0.5,2.2,7.6,35,21,16.6,18.6,2,0.7,107,"2024-05-27 05:00",,0.5,16.9,24,2,121.30500531,24.9947107,17
大同,臺北市,41,,良好,0.4,0.33,5.5,3.0,23,8,6.7,10.4,3.7,-,-,"2024-05-27 05:00",,0.8,12.7,24,1,121.51342074,25.06331455,16
松山,臺北市,38,,良好,0.5,0.36,3.4,4.3,23,12,10,11.8,1.8,0.7,78,"2024-05-27 05:00",,0.3,11.8,23,1,121.578611,25.05,15
古亭,臺北市,20,,良好,0.8,0.16,4.6,4.7,16,7,4.2,5.3,1.1,0.3,120,"2024-05-27 05:00",,0.2,6.3,17,1,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.2,0.22,5.8,4.0,21,5,5.9,7.1,1.2,0.2,134,"2024-05-27 05:00",,0.4,9.5,21,0,121.507972,25.046503,13
中山,臺北市,35,,良好,0.2,0.27,6.4,3.8,20,6,8.7,9.6,0.9,1.1,344,"2024-05-27 05:00",,0.4,10.7,21,0,121.526528,25.062361,12
士林,臺北市,41,,良好,0.7,0.25,2.6,5.7,15,6,7.7,8.7,0.9,0.5,91,"2024-05-27 05:00",,0.3,12.5,20,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,0.1,0.5,0.7,8.3,24,13,16.6,19.2,2.6,2.2,140,"2024-05-27 05:00",,0.5,13.7,25,0,121.449239,25.1645,10
林口,新北市,51,細懸浮微粒,普通,0.7,0.39,7.8,10.7,22,14,12.2,23.3,11,0.3,130,"2024-05-27 05:00",,0.4,15.6,22,1,121.36548982,25.07798949,9
菜寮,新北市,27,,良好,0.5,0.23,4.5,3.1,21,4,6.6,7.2,0.5,0.4,114,"2024-05-27 05:00",,0.5,8.2,21,1,121.481028,25.06895,8
新莊,新北市,46,,良好,0.4,0.52,0,2.8,21,15,15.2,22.2,7,0.9,358,"2024-05-27 05:00",,0.5,14.1,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.3,0.29,2.2,5.2,19,8,9.7,11.5,1.7,0.4,110,"2024-05-27 05:00",,0.4,7.7,20,1,121.458667,25.012972,6
土城,新北市,41,,良好,0.2,0.27,1.3,2.5,32,10,8.6,13.1,4.4,0.6,149,"2024-05-27 05:00",,0.3,12.7,29,1,121.451861,24.982528,5
新店,新北市,26,,良好,0.4,0.17,7.1,7.6,26,6,3.3,4.5,1.2,1.4,138,"2024-05-27 05:00",,0.2,8.1,19,0,121.537778,24.977222,4
萬里,新北市,17,,良好,0.7,0.16,8.3,10.2,19,6,1.5,2.3,0.8,3,224,"2024-05-27 05:00",,0.1,5,17,1,121.689881,25.179667,3
汐止,新北市,32,,良好,0.2,0.26,0.7,1.7,34,9,9.1,18,8.8,0.7,22,"2024-05-27 05:00",,0.3,9.9,26,1,121.64081,25.06624,2
基隆,基隆市,23,,良好,0.8,0.28,2.2,3.1,22,8,7.1,8,0.9,0.5,334,"2024-05-27 05:00",,0.3,7.2,21,1,121.760056,25.129167,1
屏東(枋山),屏東縣,9,,良好,0.2,0.06,6.3,11.0,9,0,3.8,4.6,0.8,2.9,89,"2024-05-27 04:00",,0,0.6,7,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,60,細懸浮微粒,普通,0.6,0.23,7.3,11.2,28,17,9,9.9,0.8,0.7,142,"2024-05-27 04:00",,0.2,19,29,0,120.65525382,24.39017512,312
新北(樹林),新北市,44,,良好,0,0.2,5.1,7.5,27,14,3.7,4.3,0.6,0,114,"2024-05-27 04:00",,0.2,13.4,27,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,24,,良好,0.8,0.06,8.7,10.6,8,2,2.6,3.2,0.6,0.9,14,"2024-05-27 04:00",,0,7.3,11,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,27,,良好,0.2,0.13,0.8,1.7,19,2,5.3,6.9,1.5,0.2,122,"2024-05-27 04:00",,0.2,8.2,23,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,21,,良好,1.3,0.22,3.5,2.6,11,8,8,9.9,1.9,1.3,72,"2024-05-27 04:00",,0.1,6.6,14,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,74,細懸浮微粒,普通,1.6,0.29,6.6,7.7,33,24,9.2,10.2,1,0.3,1,"2024-05-27 04:00",,0.3,24.7,34,2,120.56373,23.96117,201
大城,彰化縣,50,,良好,0.8,0.21,5.3,11.5,33,23,8.3,10,1.6,0.3,265,"2024-05-27 04:00",,0.1,15.3,25,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0.4,0.11,30.2,39.5,14,7,0.6,0.7,0,1.9,165,"2024-05-27 04:00",,0.1,7.5,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,60,細懸浮微粒,普通,1.5,0.32,3.4,9.1,38,24,8.9,9.9,0.9,0.9,150,"2024-05-27 04:00",,0.2,19,30,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.8,0.08,5.5,7.3,19,2,2.1,2.6,0.4,0.6,108,"2024-05-27 04:00",,0,5.1,19,0,121.161933,23.045083,80
馬公,澎湖縣,27,,良好,1,0.12,15.5,16.5,8,3,5.4,5.8,0.3,0.2,160,"2024-05-27 04:00",,0.2,8.2,15,1,119.566158,23.569031,78
金門,金門縣,17,,良好,1,0.2,4.6,8.2,9,0,10.1,11.1,0.9,0.7,187,"2024-05-27 04:00",,0.1,2.2,5,0,118.312256,24.432133,77
馬祖,連江縣,32,,良好,0.8,0.13,25.8,29.5,25,13,6.2,6.6,0.4,0.8,182,"2024-05-27 04:00",,0.1,9.8,17,0,119.93149378,26.15188416,75
埔里,南投縣,74,細懸浮微粒,普通,1,0.25,2.7,10,44,22,5.1,6.7,1.5,0.4,41,"2024-05-27 04:00",,0.3,25,40,1,120.967903,23.968842,72
復興,高雄市,20,,良好,0.2,0.19,3.2,2.8,15,4,8.7,10.3,1.5,1.4,126,"2024-05-27 04:00",,0.4,6.1,14,1,120.312017,22.608711,71
永和,新北市,33,,良好,0.6,0.27,2.5,6.0,20,9,6.6,8.2,1.5,1,75,"2024-05-27 04:00",,0.4,10.2,19,1,121.516306,25.017,70
竹山,南投縣,60,細懸浮微粒,普通,1,0.11,6.8,7.1,27,8,4.6,5.4,0.8,0.3,21,"2024-05-27 04:00",,0.2,19,34,1,120.677306,23.756389,69
中壢,桃園市,60,細懸浮微粒,普通,0,0.4,11.4,11.6,33,16,8.1,11.3,3.2,0.3,199,"2024-05-27 04:00",,0.7,19.2,29,1,121.221667,24.953278,68
三重,新北市,34,,良好,1,0.33,4.9,3.2,23,8,8.7,14.5,5.8,-,-,"2024-05-27 04:00",,0.8,10.6,20,0,121.493806,25.072611,67
冬山,宜蘭縣,22,,良好,0.2,0.16,1.4,5.0,29,5,4.2,6.6,2.4,1,293,"2024-05-27 04:00",,0.1,6,22,0,121.792928,24.632203,66
宜蘭,宜蘭縣,18,,良好,3.4,0.16,4.5,8.4,16,10,3.4,4,0.5,0.3,272,"2024-05-27 04:00",,0.1,5.6,15,1,121.746394,24.747917,65
陽明,臺北市,23,,良好,0.6,0.17,29.1,25.3,11,5,1.5,2.3,0.8,1.9,10,"2024-05-27 04:00",,0.1,3.7,10,1,121.529583,25.182722,64
花蓮,花蓮縣,29,,良好,0.4,0.13,1.9,11.3,15,8,2,2.7,0.7,0.5,299,"2024-05-27 04:00",,0.1,8.9,15,0,121.599769,23.971306,63
臺東,臺東縣,17,,良好,0.3,0.07,5.3,6.6,19,0,2.6,3.5,0.8,0.5,306,"2024-05-27 04:00",,0.1,1.4,17,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0,0.09,11.6,14.6,9,2,1.6,2.4,0.7,1.5,173,"2024-05-27 04:00",,0,2.4,7,0,120.788928,21.958069,61
潮州,屏東縣,29,,良好,0.7,0.13,0.1,1.3,34,6,5.7,11,5.3,0.4,88,"2024-05-27 04:00",,0.1,9,26,1,120.561175,22.523108,60
屏東,屏東縣,20,,良好,0.2,0.1,4.8,5.0,18,5,4.6,5.5,0.9,1.4,12,"2024-05-27 04:00",,0.1,4.9,20,0,120.488033,22.673081,59
小港,高雄市,34,,良好,0.2,0.13,2.8,3.0,16,6,8.2,9.5,1.2,1.3,65,"2024-05-27 04:00",,0.2,10.5,19,2,120.337736,22.565833,58
前鎮,高雄市,23,,良好,1,0.17,3.4,2.2,15,4,8.8,9.8,1,0.3,328,"2024-05-27 04:00",,0.5,7,17,2,120.30833356,22.6044507,57
前金,高雄市,19,,良好,0.2,0.25,3.3,2.8,14,4,9.5,10.4,0.9,0.8,24,"2024-05-27 04:00",,0.3,5.8,17,1,120.28676111,22.63390278,56
左營,高雄市,28,,良好,0.9,0.21,3.2,2.3,12,9,8.5,9.5,1,1.1,78,"2024-05-27 04:00",,0.3,8.7,18,1,120.292917,22.674861,54
楠梓,高雄市,20,,良好,0.8,0.18,1.8,2.4,21,8,9.3,10.6,1.2,0.9,62,"2024-05-27 04:00",,0.2,6.1,19,1,120.328289,22.733667,53
林園,高雄市,27,,良好,0.5,0.16,1.2,6.2,44,11,7.4,8.5,1,1.5,20,"2024-05-27 04:00",,0.1,8,27,1,120.41175,22.4795,52
大寮,高雄市,25,,良好,3.7,0.16,0.3,3.1,19,6,8,11,3,0.9,44,"2024-05-27 04:00",,0.1,7.6,19,2,120.425311,22.56413611,51
鳳山,高雄市,22,,良好,1.1,0.16,3.6,2.9,13,4,6.3,7.3,1,0.3,60,"2024-05-27 04:00",,0.3,6.8,18,1,120.357422,22.628126,50
仁武,高雄市,27,,良好,1.6,0.14,5.9,3.1,21,8,6.8,7,0.1,1.3,87,"2024-05-27 04:00",,0.2,8.3,18,1,120.332631,22.689056,49
橋頭,高雄市,23,,良好,1.3,0.12,2.6,2.2,19,9,7.3,8.4,1.1,1.6,70,"2024-05-27 04:00",,0.1,7.2,17,1,120.305689,22.757506,48
美濃,高雄市,13,,良好,1.1,0.11,6.1,5.6,11,1,3.1,3.6,0.5,0.5,221,"2024-05-27 04:00",,0.1,1.9,13,0,120.530542,22.883583,47
臺南,臺南市,37,,良好,0.7,0.13,7.4,3.6,14,12,8.2,9,0.7,0.2,140,"2024-05-27 04:00",,0.2,11.5,20,0,120.21947897,22.98928311,46
安南,臺南市,37,,良好,0.5,0.18,3.1,3.5,17,8,9.1,10.1,1,1.3,98,"2024-05-27 04:00",,0.2,11.5,24,0,120.2175,23.048197,45
善化,臺南市,26,,良好,0.7,0.09,2.6,2.8,17,5,4.5,5.9,1.4,0.8,118,"2024-05-27 04:00",,0.1,8.1,21,1,120.29740529,23.11337642,44
新營,臺南市,32,,良好,0.3,0.2,0.7,5.0,27,5,6.3,9.5,3.2,0.3,197,"2024-05-27 04:00",,0.2,10,31,0,120.31725,23.305633,43
嘉義,嘉義市,31,,良好,1.1,0.12,8.3,5.8,21,4,4.5,5.3,0.8,0.8,184,"2024-05-27 04:00",,0.2,9.5,27,1,120.44125148,23.46477865,42
臺西,雲林縣,55,細懸浮微粒,普通,1,0.32,1.1,7.5,36,21,13.1,14.5,1.4,0.9,171,"2024-05-27 04:00",,0.2,17,33,1,120.19933333,23.702175,41
朴子,嘉義縣,59,細懸浮微粒,普通,1.2,0.25,0,3.4,32,14,13.4,16.3,2.9,0.7,134,"2024-05-27 04:00",,0.3,18.7,32,1,120.2478,23.46538,40
新港,嘉義縣,64,細懸浮微粒,普通,0.8,0.2,3,5.6,36,10,9.6,12.1,2.4,0.4,179,"2024-05-27 04:00",,0.3,20.7,39,1,120.345531,23.554839,39
崙背,雲林縣,63,細懸浮微粒,普通,1,0.35,0.2,4.5,38,26,9,12,3,0.5,129,"2024-05-27 04:00",,0.2,20.4,34,1,120.348742,23.757547,38
斗六,雲林縣,55,細懸浮微粒,普通,1,0.14,9,10.2,21,6,6.6,7.7,1.1,0.3,101,"2024-05-27 04:00",,0.3,17.2,33,1,120.544994,23.711853,37
南投,南投縣,66,細懸浮微粒,普通,0.3,0.17,2.8,5.7,36,12,7,8.1,1.1,0.2,176,"2024-05-27 04:00",,0.2,21.6,39,0,120.685306,23.913,36
二林,彰化縣,65,細懸浮微粒,普通,0.4,0.28,3,8.1,45,20,8.1,9.8,1.7,1.4,127,"2024-05-27 04:00",,0.2,21,37,0,120.409653,23.925175,35
線西,彰化縣,47,,良好,0.9,0.32,2.5,13.6,27,20,13.7,14.1,0.4,0.3,147,"2024-05-27 04:00",,0.2,14.6,24,1,120.469061,24.131672,34
彰化,彰化縣,55,細懸浮微粒,普通,2.8,0.26,8.5,11.3,30,20,9.7,11.1,1.4,0.5,193,"2024-05-27 04:00",,0.2,17,24,1,120.541519,24.066,33
西屯,臺中市,65,細懸浮微粒,普通,1,0.29,9.1,8.9,37,24,8.2,9.1,0.9,1.9,217,"2024-05-27 04:00",,0.3,21.1,31,1,120.616917,24.162197,32
忠明,臺中市,54,細懸浮微粒,普通,0.8,0.33,11.1,12.4,32,24,8.6,10,1.4,0.5,241,"2024-05-27 04:00",,0.3,16.8,26,1,120.641092,24.151958,31
大里,臺中市,69,細懸浮微粒,普通,1.1,0.24,10.5,8.5,22,27,5.4,5.9,0.4,0.8,245,"2024-05-27 04:00",,0.3,22.8,27,1,120.67844444,24.09961111,30
沙鹿,臺中市,65,細懸浮微粒,普通,0.5,0.27,15.3,12.5,45,26,8.3,8.8,0.5,1.7,164,"2024-05-27 04:00",,0.3,21.1,30,1,120.568794,24.225628,29
豐原,臺中市,62,細懸浮微粒,普通,1.1,0.19,14.3,9.9,24,13,4.6,5.3,0.7,0.8,94,"2024-05-27 04:00",,0.2,20,28,1,120.74252414,24.25699731,28
三義,苗栗縣,64,細懸浮微粒,普通,0.9,0.19,15,16.8,18,9,2.8,4,1.2,0.5,194,"2024-05-27 04:00",,0.2,20.8,30,1,120.75956754,24.38248443,27
苗栗,苗栗縣,57,細懸浮微粒,普通,0.8,0.21,5.7,14.0,28,15,5.2,6.9,1.7,1.4,145,"2024-05-27 04:00",,0.2,18,23,1,120.82011468,24.56499183,26
頭份,苗栗縣,53,細懸浮微粒,普通,0.7,0.21,7.2,12.8,25,15,3.8,5.1,1.3,0.4,117,"2024-05-27 04:00",,0.2,16.2,25,1,120.89869286,24.69690679,25
新竹,新竹市,46,,良好,0,0.25,11.4,13.2,26,17,10,11.4,1.4,0.9,165,"2024-05-27 04:00",,0.3,14.2,21,0,120.97236752,24.8056356,24
竹東,新竹縣,55,細懸浮微粒,普通,1,0.18,5.6,11.1,27,16,3.1,3.9,0.8,0.7,151,"2024-05-27 04:00",,0.2,17.1,24,1,121.08895493,24.74091408,23
湖口,新竹縣,62,細懸浮微粒,普通,0.8,0.22,14.4,15.7,24,17,7.1,8.2,1,0.9,169,"2024-05-27 04:00",,0.2,20.1,22,1,121.03886894,24.90009696,22
龍潭,桃園市,55,細懸浮微粒,普通,0.9,0.23,13.1,19.0,25,15,7.8,8.8,1,1,180,"2024-05-27 04:00",,0.3,17.2,27,1,121.21645772,24.86400048,21
平鎮,桃園市,53,細懸浮微粒,普通,0,0.3,12.9,18.6,25,13,9.9,10.6,0.6,0.3,164,"2024-05-27 04:00",,0.3,16.2,27,0,121.203986,24.952786,20
觀音,桃園市,68,細懸浮微粒,普通,0.4,0.3,8.5,22.3,32,27,10.5,11.4,0.8,0.8,102,"2024-05-27 04:00",,0.2,22.5,27,0,121.08283092,25.03556747,19
大園,桃園市,63,細懸浮微粒,普通,0.7,0.46,2.7,22.1,35,23,20.6,24.1,3.4,1.1,135,"2024-05-27 04:00",,0.3,20.5,34,1,121.20251473,25.06100357,18
桃園,桃園市,51,細懸浮微粒,普通,3.4,0.49,1.6,10.2,26,19,22.2,25.1,2.8,0.7,114,"2024-05-27 04:00",,0.5,15.6,22,2,121.30500531,24.9947107,17
大同,臺北市,43,,良好,0.5,0.37,4.7,2.8,21,6,9.3,12.5,3.2,-,-,"2024-05-27 04:00",,0.9,13.2,24,1,121.51342074,25.06331455,16
松山,臺北市,40,,良好,0.3,0.36,3.1,4.3,23,8,11.5,13.8,2.3,0.3,76,"2024-05-27 04:00",,0.4,12.2,22,1,121.578611,25.05,15
古亭,臺北市,20,,良好,1,0.2,4.1,5.4,18,5,6.2,7.2,1,1.2,70,"2024-05-27 04:00",,0.2,6.1,18,1,121.529556,25.020608,14
萬華,臺北市,33,,良好,0.3,0.23,5.7,5,19,8,6.7,8.1,1.4,0.9,146,"2024-05-27 04:00",,0.4,10.3,21,0,121.507972,25.046503,13
中山,臺北市,38,,良好,0.3,0.26,6,4.7,23,9,8.7,9.6,0.8,1.3,153,"2024-05-27 04:00",,0.4,11.7,21,0,121.526528,25.062361,12
士林,臺北市,41,,良好,0.6,0.31,1.8,6.6,24,16,11.3,12.2,0.9,1.6,153,"2024-05-27 04:00",,0.3,12.7,22,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,0.1,0.54,1.1,11.8,26,12,17.9,19.9,2,2.1,150,"2024-05-27 04:00",,0.5,13.7,25,0,121.449239,25.1645,10
林口,新北市,53,細懸浮微粒,普通,1.1,0.4,11.7,16.7,25,12,16.4,21.3,4.9,0.3,131,"2024-05-27 04:00",,0.4,16.3,22,1,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.6,0.28,4.3,3.8,25,7,9.1,9.8,0.6,1.4,128,"2024-05-27 04:00",,0.5,9.1,20,1,121.481028,25.06895,8
新莊,新北市,44,,良好,0.5,0.5,1,4.2,21,18,16.1,20,3.9,0.2,292,"2024-05-27 04:00",,0.5,13.6,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.3,0.37,3.1,5.6,23,7,12.9,14.4,1.5,0.2,208,"2024-05-27 04:00",,0.4,7.8,21,1,121.458667,25.012972,6
